"make","model","trim","year start","year end","bp","hub","offset","thread","thread","suggested tire size","tire_size","with"
"BMW","5 SERIES","525","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","205/65-15",""
"BMW","5 SERIES","525","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","225/60-15",""
"BMW","5 SERIES","525","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-16","225/55-16",""
"BMW","5 SERIES","525","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-17","235/45-17",""
"BMW","5 SERIES","528","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","205/65-15",""
"BMW","5 SERIES","528","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","225/60-15",""
"BMW","5 SERIES","528","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-16","225/55-16",""
"BMW","5 SERIES","528","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-17","235/45-17",""
"BMW","5 SERIES","530","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","205/65-15",""
"BMW","5 SERIES","530","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","225/60-15",""
"BMW","5 SERIES","530","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-16","225/55-16",""
"BMW","5 SERIES","530","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-17","235/45-17",""
"BMW","5 SERIES","540","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","205/65-15",""
"BMW","5 SERIES","540","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-15","225/60-15",""
"BMW","5 SERIES","540","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-16","225/55-16",""
"BMW","5 SERIES","540","1997","2003","5x120","74.1","MID","12X1.5","B BOLT","oe-17","235/45-17",""
"BMW","5 SERIES","525","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-16","225/55-16",""
"BMW","5 SERIES","525","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","525","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-17","245/45-17",""
"BMW","5 SERIES","525","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","525","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","f-oe-18","245/40-18",""
"BMW","5 SERIES","525","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","r-oe-18","275/35-18",""
"BMW","5 SERIES","530","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-16","225/55-16",""
"BMW","5 SERIES","530","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","530","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-17","245/45-17",""
"BMW","5 SERIES","530","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","530","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","f-oe-18","245/40-18",""
"BMW","5 SERIES","530","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","r-oe-18","275/35-18",""
"BMW","5 SERIES","545","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-16","225/55-16",""
"BMW","5 SERIES","545","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","545","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-17","245/45-17",""
"BMW","5 SERIES","545","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","545","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","f-oe-18","245/40-18",""
"BMW","5 SERIES","545","2004","2005","5x120","72.56","MID","12X1.5","B BOLT","r-oe-18","275/35-18",""
"BMW","5 SERIES","525","2006","2007","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","525","2006","2007","5x120","72.56","MID","12X1.5","B BOLT","oe-17","245/45-17",""
"BMW","5 SERIES","525","2006","2007","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","530i","2006","2007","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","530i","2006","2007","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","530xi","2006","2007","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","530xi","2006","2007","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","528","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","528","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","535","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","535","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/40-18",""
"BMW","5 SERIES","535","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-18","245/40-18",""
"BMW","5 SERIES","535","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-18","275/35-18",""
"BMW","5 SERIES","550","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-17","225/50-17",""
"BMW","5 SERIES","550","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","245/35-19",""
"BMW","5 SERIES","550","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","275/30-19",""
"BMW","M5","BASE","2001","2003","5x120","74.1","MID","12X1.5","B BOLT","f-oe-18","245/40-18",""
"BMW","M5","BASE","2001","2003","5x120","74.1","MID","12X1.5","B BOLT","r-oe-18","275/35-18",""
"BMW","M5","BASE","2006","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","255/40-19",""
"BMW","M5","BASE","2006","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","285/35-19",""
"BMW","6 SERIES","645","2004","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/45-18",""
"BMW","6 SERIES","645","2004","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","245/40-19",""
"BMW","6 SERIES","645","2004","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","275/35-19",""
"BMW","6 SERIES","650","2004","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/45-18",""
"BMW","6 SERIES","650","2004","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","245/40-19",""
"BMW","6 SERIES","650","2004","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","275/35-19",""
"BMW","M6","BASE","2006","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","255/40-19",""
"BMW","M6","BASE","2006","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","285/35-19",""
"BMW","7 SERIES","740","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","oe-15","225/60-15",""
"BMW","7 SERIES","740","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","oe-16","235/60-15",""
"BMW","7 SERIES","740","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","f-oe-18","235/50-18",""
"BMW","7 SERIES","740","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","r-oe-18","255/45-18",""
"BMW","7 SERIES","750","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","oe-15","225/60-15",""
"BMW","7 SERIES","750","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","oe-16","235/60-15",""
"BMW","7 SERIES","750","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","f-oe-18","235/50-18",""
"BMW","7 SERIES","750","1989","2001","5x120","72.56","MID","12X1.5","B BOLT","r-oe-18","255/45-18",""
"BMW","7 SERIES","745","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/50-18",""
"BMW","7 SERIES","745","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","245/45-19",""
"BMW","7 SERIES","745","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","275/40-19",""
"BMW","7 SERIES","745","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","f-oe-20","245/40-20",""
"BMW","7 SERIES","745","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","r-oe-20","275/35-20",""
"BMW","7 SERIES","750","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/50-18",""
"BMW","7 SERIES","750","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","245/45-19",""
"BMW","7 SERIES","750","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","275/40-19",""
"BMW","7 SERIES","750","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","f-oe-20","245/40-20",""
"BMW","7 SERIES","750","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","r-oe-20","275/35-20",""
"BMW","7 SERIES","760","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/50-18",""
"BMW","7 SERIES","760","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","245/45-19",""
"BMW","7 SERIES","760","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","275/40-19",""
"BMW","7 SERIES","760","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","f-oe-20","245/40-20",""
"BMW","7 SERIES","760","2002","2008","5x120","72.56","MID","12X1.5","B BOLT","r-oe-20","275/35-20",""
"BMW","7 SERIES","750","2009","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-18","245/50-18",""
"BMW","7 SERIES","750","2009","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","245/45-19",""
"BMW","7 SERIES","750","2009","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","275/40-19",""
"BMW","8 SERIES","840","1992","1997","5x120","72.56","MID","12X1.5","B BOLT","oe-16","235/50-16",""
"BMW","8 SERIES","840","1992","1997","5x120","72.56","MID","12X1.5","B BOLT","f-oe-17","235/45-17",""
"BMW","8 SERIES","840","1992","1997","5x120","72.56","MID","12X1.5","B BOLT","r-oe-17","265/40-17",""
"BMW","8 SERIES","850","1992","1997","5x120","72.56","MID","12X1.5","B BOLT","oe-16","235/50-16",""
"BMW","8 SERIES","850","1992","1997","5x120","72.56","MID","12X1.5","B BOLT","f-oe-17","235/45-17",""
"BMW","8 SERIES","850","1992","1997","5x120","72.56","MID","12X1.5","B BOLT","r-oe-17","265/40-17",""
"BMW","Z3","2.5","1996","2002","5x120","72.56","HIGH","12X1.5","B BOLT","oe-16","225/50-16",""
"BMW","Z3","2.5","1996","2002","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-17","225/45-17",""
"BMW","Z3","2.5","1996","2002","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-17","245/40-17",""
"BMW","Z3","3","1998","2002","5x120","72.56","HIGH","12X1.5","B BOLT","oe-16","225/50-16",""
"BMW","Z3","3","1998","2002","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-17","225/45-17",""
"BMW","Z3","3","1998","2002","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-17","245/40-17",""
"BMW","Z4","2.5","2003","2008","5x120","72.56","HIGH","12X1.5","B BOLT","oe-16","225/50-16",""
"BMW","Z4","2.5","2003","2008","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","225/45-17",""
"BMW","Z4","3","2003","2008","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","225/45-17",""
"BMW","Z4","3","2003","2008","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-18","225/40-18",""
"BMW","Z4","3","2003","2008","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-18","255/35-18",""
"BMW","Z4M","3.2","2007","2008","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-18","225/45-18",""
"BMW","Z4M","3.2","2007","2008","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-18","255/40-18",""
"BMW","X3 ","2.5i","2004","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/55-17",""
"BMW","X3 ","2.5i","2004","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","235/50-18",""
"BMW","X3","3","2004","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/55-17",""
"BMW","X3","3","2004","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","235/50-18",""
"BMW","X3","3.0si","2007","2009","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","265/55-17",""
"BMW","X3","3.0si","2007","2009","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","235/50-18",""
"BMW","X3","3.0si","2007","2009","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-19","235/45-19",""
"BMW","X3","3.0si","2007","2009","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-19","255/40-19",""
"BMW","X5","3.0i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/65-17",""
"BMW","X5","3.0i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","3.0i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X5","3.0i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-19","285-45-19",""
"BMW","X5","4.4i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/65-17",""
"BMW","X5","4.4i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","4.4i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X5","4.4i","2000","2001","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-19","285-45-19",""
"BMW","X5","3.0i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/65-17",""
"BMW","X5","3.0i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","3.0i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X5","3.0i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-19","285/45-19",""
"BMW","X5","3.0i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X5","3.0i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BMW","X5","4.4i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/65-17",""
"BMW","X5","4.4i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","4.4i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X5","4.4i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-19","285/45-19",""
"BMW","X5","4.4i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X5","4.4i","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BMW","X5","4.6is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/65-17",""
"BMW","X5","4.6is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","4.6is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X5","4.6is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-19","285/45-19",""
"BMW","X5","4.6is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X5","4.6is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BMW","X5","4.8is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-17","235/65-17",""
"BMW","X5","4.8is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","4.8is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X5","4.8is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-19","285/45-19",""
"BMW","X5","4.8is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X5","4.8is","2002","2006","5x120","72.56","HIGH","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BMW","X5","3.0si","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","3.0si","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","oe-19","255/50-19",""
"BMW","X5","3.0si","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X5","3.0si","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BMW","X5","4.8i","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","oe-18","255/55-18",""
"BMW","X5","4.8i","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","oe-19","255/50-19",""
"BMW","X5","4.8i","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X5","4.8i","2007","2009","5x120","74.1","HIGH","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BMW","X6","3.5i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-19","255/55-19",""
"BMW","X6","3.5i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X6","3.5i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","285/45-19",""
"BMW","X6","3.5i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X6","3.5i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BMW","X6","5.0i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","oe-19","255/55-19",""
"BMW","X6","5.0i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-19","255/50-19",""
"BMW","X6","5.0i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-19","285/45-19",""
"BMW","X6","5.0i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","f-oe-20","275/40-20",""
"BMW","X6","5.0i","2008","2009","5x120","72.56","MID","12X1.5","B BOLT","r-oe-20","315/35-20",""
"BUICK","CENTURY","BASE","1997","2005","5x115","70.3","HIGH","12X1.5","NUT","oe-15","205/70-15",""
"BUICK","CYCLONE","BASE","1993","1995","5x115","70.3","HIGH","12X1.5","NUT","oe-15","205/70-15",""
"BUICK","LA CROSSE","CX","2005","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","LA CROSSE","CX","2005","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-17","225/55-17",""
"BUICK","LA CROSSE","CXL","2005","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","LA CROSSE","CXL","2005","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-17","225/55-17",""
"BUICK","LA CROSSE","CXS","2005","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","LA CROSSE","CXS","2005","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-17","225/55-17",""
"BUICK","LA CROSSE","SUPER","2008","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-18","235/50-18",""
"BUICK","LE SABRE ","BASE","1993","2005","5x115","70.3","HIGH","12X1.5","NUT","oe-15","205/70-15",""
"BUICK","LE SABRE ","BASE","1993","2005","5x115","70.3","HIGH","12X1.5","NUT","oe-15","215/70-15",""
"BUICK","LE SABRE ","BASE","1993","2005","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","LUCERNE ","CX","2006","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","LUCERNE ","CX","2006","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-17","235/55-17",""
"BUICK","LUCERNE ","CXL","2006","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","LUCERNE ","CXL","2006","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-17","235/55-17",""
"BUICK","LUCERNE ","CXS","2006","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-18","245/50-18",""
"BUICK","PARK AVENUE ","BASE","1992","2005","5x115","70.3","HIGH","12X1.5","NUT","oe-15","205/70-15",""
"BUICK","PARK AVENUE ","BASE","1992","2005","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","PARK AVENUE ","BASE","1992","2005","5x115","70.3","HIGH","12X1.5","NUT","oe-17","235/55-17",""
"BUICK","PASSAGE ","BASE","2008","2009","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","REGAL","BASE","1992","2004","5x115","70.3","HIGH","12X1.5","NUT","oe-15","215/70-15",""
"BUICK","REGAL","BASE","1992","2004","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","RIVERA ","BASE","1995","1999","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/60-16",""
"BUICK","ENCLAVE ","CX","2008","2009","6x132","74.5","HIGH+ ","12X1.5","NUT","oe-18","255/65-18",""
"BUICK","ENCLAVE ","CX","2008","2009","6x132","74.5","HIGH+ ","12X1.5","NUT","oe-19","255/60-19",""
"BUICK","ENCLAVE ","CXL","2008","2009","6x132","74.5","HIGH+ ","12X1.5","NUT","oe-18","255/65-18",""
"BUICK","ENCLAVE ","CXL","2008","2009","6x132","74.5","HIGH+ ","12X1.5","NUT","oe-19","255/60-19",""
"BUICK","RAINIER ","CX ","2004","2007","6x127","70.3","HIGH","12X1.5","NUT","oe-17","255/60-17","2wd,4wd"
"BUICK","RAINIER ","CX ","2004","2007","6x127","70.3","HIGH","12X1.5","NUT","oe-17","245/65-17",""
"BUICK","RAINIER ","CXL","2004","2007","6x127","70.3","HIGH","12X1.5","NUT","oe-17","255/60-17","2wd,4wd"
"BUICK","RAINIER ","CXL","2004","2007","6x127","70.3","HIGH","12X1.5","NUT","oe-17","245/65-17",""
"BUICK","RENDEZVOUS ","CXL","2002","2007","5x112","70.3","HIGH","12X1.5","NUT","oe-16","215/70-16","2wd,4wd"
"BUICK","RENDEZVOUS ","CXL","2002","2007","5x112","70.3","HIGH","12X1.5","NUT","oe-17","225/60-17",""
"BUICK","RENDEZVOUS ","CXL","2002","2007","5x112","70.3","HIGH","12X1.5","NUT","oe-16","215/70-16","2wd,4wd"
"BUICK","RENDEZVOUS ","CXL","2002","2007","5x112","70.3","HIGH","12X1.5","NUT","oe-17","225/60-17",""
"BUICK","TERRAZA ","CX ","2005","2007","5x112","70.3","HIGH","12X1.5","NUT","oe-17","225/60-17","awd"
"BUICK","TERRAZA ","CXL ","2005","2007","5x112","70.3","HIGH","12X1.5","NUT","oe-17","225/60-17",""
"CADILLAC","CATERA ","BASE","1997","2001","5x110","65.1","HIGH","12X1.5","B BOLT","oe-16","225/55-16",""
"CADILLAC","CATERA ","BASE","1997","2001","5x110","65.1","HIGH","12X1.5","B BOLT","oe-17","235/45-17",""
"CADILLAC","CTS","CTS","2003","2007","5x115","70.3","HIGH","12X1.5","NUT","oe-16","225/55-16",""
"CADILLAC","CTS","CTS","2003","2007","5x115","70.3","HIGH","12X1.5","NUT","oe-17","225/50-17",""
"CADILLAC","CTS-V","CTS-V","2004","2007","6x115","70.3","HIGH","12X1.5","NUT","oe-18","245/45-18",""
"CADILLAC","CTS","CTS","2008","2009","5x120","66.9","HIGH+","14X1.5","NUT","oe-17","235/55-17",""
"CADILLAC","CTS","CTS","2008","2009","5x120","66.9","HIGH+","14X1.5","NUT","oe-18","235/50-18",""
